T,Al,Cu,Si,Mg,Fe,Viscosity
914.44931,0.9292,0,0.0674,0.0033,0,1.1536
924.00578,0.9292,0,0.0674,0.0033,0,1.12547
932.6066,0.9292,0,0.0674,0.0033,0,1.12573
943.6333,0.9292,0,0.0674,0.0033,0,1.08367
952.52818,0.9292,0,0.0674,0.0033,0,1.08209
963.11381,0.9292,0,0.0674,0.0033,0,1.04765
974.58158,0.9292,0,0.0674,0.0033,0,1.01111
983.1824,0.9292,0,0.0674,0.0033,0,1.01558
992.73887,0.9292,0,0.0674,0.0033,0,0.99244
1003.25099,0.9292,0,0.0674,0.0033,0,0.9793
1013.39556,0.9292,0,0.0674,0.0033,0,0.97036
1024.78982,0.9292,0,0.0674,0.0033,0,0.94144
1032.65553,0.9292,0,0.0674,0.0033,0,0.92514
1043.75574,0.9292,0,0.0674,0.0033,0,0.91095
1054.04733,0.9292,0,0.0674,0.0033,0,0.88965
1062.79517,0.9292,0,0.0674,0.0033,0,0.88965
1074.55699,0.9292,0,0.0674,0.0033,0,0.83234
1083.15781,0.9292,0,0.0674,0.0033,0,0.85626
1093.74344,0.9292,0,0.0674,0.0033,0,0.85784
1105.35823,0.9292,0,0.0674,0.0033,0,0.84443
1114.69417,0.9292,0,0.0674,0.0033,0,0.81709
1122.85393,0.9292,0,0.0674,0.0033,0,0.82261
1132.41041,0.9292,0,0.0674,0.0033,0,0.81893
1142.62848,0.9292,0,0.0674,0.0033,0,0.80053
1153.72869,0.9292,0,0.0674,0.0033,0,0.79291
1163.72623,0.9292,0,0.0674,0.0033,0,0.78738
1173.79729,0.9292,0,0.0674,0.0033,0,0.78502
896.2185,0.9085,0.013,0.0785,0,0,0.79553
910.40618,0.9085,0.013,0.0785,0,0,0.78292
924.88791,0.9085,0.013,0.0785,0,0,0.76583
939.22262,0.9085,0.013,0.0785,0,0,0.75768
953.63085,0.9085,0.013,0.0785,0,0,0.73822
967.89204,0.9085,0.013,0.0785,0,0,0.67697
982.37378,0.9085,0.013,0.0785,0,0,0.72639
993.25345,0.9085,0.013,0.0785,0,0,0.69248
1004.13313,0.9085,0.013,0.0785,0,0,0.74769
1014.9393,0.9085,0.013,0.0785,0,0,0.7122
1025.81897,0.9085,0.013,0.0785,0,0,0.67434
1035.22842,0.9085,0.013,0.0785,0,0,0.64963
1046.25512,0.9085,0.013,0.0785,0,0,0.65278
1075.9537,0.9085,0.013,0.0785,0,0,0.65672
1090.58246,0.9085,0.013,0.0785,0,0,0.64621
1097.63955,0.9085,0.013,0.0785,0,0,0.63937
1104.99068,0.9085,0.013,0.0785,0,0,0.62281
1112.48883,0.9085,0.013,0.0785,0,0,0.65357
1129.02888,0.9085,0.013,0.0785,0,0,0.62649
